Date,Day,Weekend,Public_Holiday,Weather,Time_Slot,Product,Total_Quantity_Prepared,Quantity_Sold,Selling_Price,Revenue,Estimated_Cost,Profit,Payment_Mode,Platform,Net_Profit_Loss
22-10-2024,Tuesday,No,No,Rainy,8AM - 2PM,Bhaji Plate,3,2,20,40,48,-8,Cash,Offline,-48
22-10-2024,Tuesday,No,No,Rainy,8AM - 2PM,Vada Misal,5,3,50,150,150,0,Cash,Offline,-40
22-10-2024,Tuesday,No,No,Rainy,8AM - 2PM,Usal Pav,9,6,35,210,312,-102,Online,Zomato,-142
22-10-2024,Tuesday,No,No,Cloudy,8AM - 2PM,ButterMilk,2,1,15,15,15,0,Online,Zomato,-40
23-10-2024,Wednesday,No,No,Sunny,8AM - 2PM,Pohe,7,5,20,100,123,-23,Cash,Offline,-63
23-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Tarri Pohe,3,2,30,60,60,0,OnlinePaytm,Offline,-40
23-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Misal Pav,7,4,40,160,236,-76,Cash,Offline,-116
23-10-2024,Wednesday,No,No,Cloudy,8AM - 2PM,Vada Pav,9,6,15,90,119,-29,OnlinePaytm,Offline,-69
23-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Bhaji Pav,2,1,15,15,22,-7,OnlinePaytm,Offline,-47
23-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Pattice,5,3,15,45,62,-17,Online,Zomato,-57
23-10-2024,Wednesday,No,No,Sunny,8AM - 2PM,Chai,13,8,6,48,62,-14,OnlinePaytm,Offline,-54
23-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Bhaji Plate,5,3,20,60,60,0,Cash,Offline,-40
23-10-2024,Wednesday,No,No,Sunny,8AM - 2PM,Vada Misal,3,2,50,100,121,-21,Cash,Offline,-61
23-10-2024,Wednesday,No,No,Cloudy,8AM - 2PM,Usal Pav,3,2,35,70,70,0,Cash,Offline,-40
23-10-2024,Wednesday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,15,0,Cash,Offline,-40
24-10-2024,Thursday,No,No,Cloudy,8AM - 2PM,Pohe,10,7,20,140,140,0,Online,Swiggy,-40
24-10-2024,Thursday,No,No,Cloudy,8AM - 2PM,Tarri Pohe,4,2,30,60,75,-15,Cash,Offline,-55
24-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Misal Pav,7,4,40,160,235,-75,OnlinePaytm,Offline,-115
24-10-2024,Thursday,No,No,Sunny,8AM - 2PM,Vada Pav,7,4,15,60,60,0,Online,Zomato,-40
24-10-2024,Thursday,No,No,Sunny,8AM - 2PM,Bhaji Pav,6,3,15,45,45,0,OnlinePaytm,Offline,-40
24-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Pattice,3,2,15,30,45,-15,OnlinePaytm,Offline,-55
24-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Chai,7,4,6,24,35,-11,Cash,Offline,-51
24-10-2024,Thursday,No,No,Sunny,8AM - 2PM,Bhaji Plate,4,2,20,40,51,-11,Cash,Offline,-51
24-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Vada Misal,4,3,50,150,150,0,Online,Swiggy,-40
24-10-2024,Thursday,No,No,Sunny,8AM - 2PM,Usal Pav,8,5,35,175,175,0,OnlinePaytm,Offline,-40
24-10-2024,Thursday,No,No,Cloudy,8AM - 2PM,ButterMilk,2,1,15,15,18,-3,Online,Zomato,-43
25-10-2024,Friday,No,No,Sunny,8AM - 2PM,Pohe,9,6,20,120,120,0,OnlinePaytm,Offline,-40
25-10-2024,Friday,No,No,Sunny,8AM - 2PM,Tarri Pohe,7,4,30,120,159,-39,OnlinePaytm,Offline,-79
25-10-2024,Friday,No,No,Sunny,8AM - 2PM,Misal Pav,6,4,40,160,216,-56,Cash,Offline,-96
25-10-2024,Friday,No,No,Rainy,8AM - 2PM,Vada Pav,7,5,15,75,75,0,Cash,Offline,-40
25-10-2024,Friday,No,No,Rainy,8AM - 2PM,Bhaji Pav,2,1,15,15,22,-7,Cash,Offline,-47
25-10-2024,Friday,No,No,Rainy,8AM - 2PM,Pattice,2,1,15,15,15,0,Cash,Offline,-40
25-10-2024,Friday,No,No,Sunny,8AM - 2PM,Chai,13,8,6,48,48,0,Online,Swiggy,-40
25-10-2024,Friday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,2,1,20,20,20,0,Online,Swiggy,-40
25-10-2024,Friday,No,No,Sunny,8AM - 2PM,Vada Misal,5,3,50,150,202,-52,Cash,Offline,-92
25-10-2024,Friday,No,No,Cloudy,8AM - 2PM,Usal Pav,8,5,35,175,249,-74,OnlinePaytm,Offline,-114
25-10-2024,Friday,No,No,Rainy,8AM - 2PM,ButterMilk,4,2,15,30,41,-11,Online,Zomato,-51
26-10-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Pohe,11,10,20,200,140,60,OnlinePaytm,Offline,20
26-10-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,8,7,30,210,151,59,OnlinePaytm,Offline,19
26-10-2024,Saturday,Yes,No,Rainy,8AM - 2PM,Misal Pav,11,10,40,400,300,100,Cash,Offline,60
26-10-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Pav,12,11,15,165,120,45,OnlinePaytm,Offline,5
26-10-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Bhaji Pav,9,8,15,120,86,34,OnlinePaytm,Offline,-6
26-10-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Pattice,8,7,15,105,78,27,OnlinePaytm,Offline,-13
26-10-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Chai,16,14,6,84,46,38,OnlinePaytm,Offline,-2
26-10-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Bhaji Plate,10,8,20,160,112,48,Cash,Offline,8
26-10-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Vada Misal,10,8,50,400,304,96,Cash,Offline,56
26-10-2024,Saturday,Yes,No,Rainy,8AM - 2PM,Usal Pav,12,10,35,350,259,91,Cash,Offline,51
26-10-2024,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,5,4,15,60,36,24,OnlinePaytm,Offline,-16
27-10-2024,Sunday,Yes,No,Rainy,8AM - 2PM,Pohe,16,15,20,300,210,90,OnlinePaytm,Offline,50
27-10-2024,Sunday,Yes,No,Rainy,8AM - 2PM,Tarri Pohe,7,6,30,180,130,50,Cash,Offline,10
27-10-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Misal Pav,14,13,40,520,390,130,OnlinePaytm,Offline,90
27-10-2024,Sunday,Yes,No,Cloudy,8AM - 2PM,Vada Pav,16,14,15,210,153,57,OnlinePaytm,Offline,17
27-10-2024,Sunday,Yes,No,Rainy,8AM - 2PM,Bhaji Pav,6,5,15,75,54,21,Cash,Offline,-19
27-10-2024,Sunday,Yes,No,Rainy,8AM - 2PM,Pattice,7,6,15,90,67,23,OnlinePaytm,Offline,-17
27-10-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,24,21,6,126,69,57,OnlinePaytm,Offline,17
27-10-2024,Sunday,Yes,No,Rainy,8AM - 2PM,Bhaji Plate,11,9,20,180,126,54,OnlinePaytm,Offline,14
27-10-2024,Sunday,Yes,No,Cloudy,8AM - 2PM,Vada Misal,6,5,50,250,190,60,Online,Zomato,20
27-10-2024,Sunday,Yes,No,Rainy,8AM - 2PM,Usal Pav,13,11,35,385,285,100,OnlinePaytm,Offline,60
27-10-2024,Sunday,Yes,No,Sunny,8AM - 2PM,ButterMilk,7,6,15,90,54,36,Cash,Offline,-4
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Pohe,10,6,20,120,179,-59,Cash,Offline,-99
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Tarri Pohe,6,4,30,120,148,-28,Online,Swiggy,-68
28-10-2024,Monday,No,No,Cloudy,8AM - 2PM,Misal Pav,10,6,40,240,305,-65,Cash,Offline,-105
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Vada Pav,10,6,15,90,128,-38,OnlinePaytm,Offline,-78
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Bhaji Pav,5,3,15,45,45,0,Cash,Offline,-40
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Pattice,3,2,15,30,44,-14,Online,Swiggy,-54
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Chai,9,6,6,36,49,-13,Online,Zomato,-53
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Bhaji Plate,2,1,20,20,27,-7,Cash,Offline,-47
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Vada Misal,4,2,50,100,121,-21,Online,Swiggy,-61
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,Usal Pav,6,4,35,140,206,-66,OnlinePaytm,Offline,-106
28-10-2024,Monday,No,No,Rainy,8AM - 2PM,ButterMilk,2,1,15,15,19,-4,Cash,Offline,-44
29-10-2024,Tuesday,No,No,Rainy,8AM - 2PM,Pohe,10,6,20,120,173,-53,Cash,Offline,-93
29-10-2024,Tuesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,4,2,30,60,89,-29,Online,Zomato,-69
29-10-2024,Tuesday,No,No,Cloudy,8AM - 2PM,Misal Pav,5,3,40,120,171,-51,Cash,Offline,-91
29-10-2024,Tuesday,No,No,Cloudy,8AM - 2PM,Vada Pav,6,4,15,60,82,-22,Cash,Offline,-62
29-10-2024,Tuesday,No,No,Rainy,8AM - 2PM,Bhaji Pav,4,2,15,30,36,-6,Online,Zomato,-46
29-10-2024,Tuesday,No,No,Sunny,8AM - 2PM,Pattice,3,2,15,30,45,-15,Cash,Offline,-55
29-10-2024,Tuesday,No,No,Sunny,8AM - 2PM,Chai,11,7,6,42,61,-19,Cash,Offline,-59
29-10-2024,Tuesday,No,No,Rainy,8AM - 2PM,Bhaji Plate,3,2,20,40,48,-8,Online,Swiggy,-48
29-10-2024,Tuesday,No,No,Sunny,8AM - 2PM,Vada Misal,5,3,50,150,222,-72,Cash,Offline,-112
29-10-2024,Tuesday,No,No,Sunny,8AM - 2PM,Usal Pav,5,3,35,105,146,-41,Cash,Offline,-81
29-10-2024,Tuesday,No,No,Cloudy,8AM - 2PM,ButterMilk,2,1,15,15,15,0,Cash,Offline,-40
30-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Pohe,8,6,20,120,167,-47,Online,Swiggy,-87
30-10-2024,Wednesday,No,No,Cloudy,8AM - 2PM,Tarri Pohe,4,2,30,60,84,-24,Online,Swiggy,-64
30-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Misal Pav,7,4,40,160,160,0,Cash,Offline,-40
30-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Vada Pav,7,4,15,60,77,-17,Cash,Offline,-57
30-10-2024,Wednesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,3,2,15,30,39,-9,Cash,Offline,-49
30-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Pattice,4,2,15,30,38,-8,Cash,Offline,-48
30-10-2024,Wednesday,No,No,Cloudy,8AM - 2PM,Chai,8,6,6,36,53,-17,Cash,Offline,-57
30-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Bhaji Plate,3,2,20,40,50,-10,Cash,Offline,-50
30-10-2024,Wednesday,No,No,Rainy,8AM - 2PM,Vada Misal,5,3,50,150,214,-64,Cash,Offline,-104
30-10-2024,Wednesday,No,No,Sunny,8AM - 2PM,Usal Pav,9,6,35,210,271,-61,Cash,Offline,-101
30-10-2024,Wednesday,No,No,Sunny,8AM - 2PM,ButterMilk,5,3,15,45,59,-14,Cash,Offline,-54
31-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Pohe,7,5,20,100,123,-23,Cash,Offline,-63
31-10-2024,Thursday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,113,-23,Cash,Offline,-63
31-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Misal Pav,5,3,40,120,120,0,Cash,Offline,-40
31-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Vada Pav,10,6,15,90,90,0,Cash,Offline,-40
31-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Bhaji Pav,2,1,15,15,18,-3,Cash,Offline,-43
31-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Pattice,2,1,15,15,18,-3,OnlinePaytm,Offline,-43
31-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Chai,11,7,6,42,54,-12,Online,Swiggy,-52
31-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Bhaji Plate,2,1,20,20,28,-8,Cash,Offline,-48
31-10-2024,Thursday,No,No,Cloudy,8AM - 2PM,Vada Misal,5,3,50,150,150,0,Online,Swiggy,-40
31-10-2024,Thursday,No,No,Rainy,8AM - 2PM,Usal Pav,8,5,35,175,222,-47,Online,Swiggy,-87
31-10-2024,Thursday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,15,0,OnlinePaytm,Offline,-40
01-11-2024,Friday,No,Yes,Sunny,8AM - 2PM,Pohe,19,17,20,340,238,102,OnlinePaytm,Offline,62
01-11-2024,Friday,No,Yes,Sunny,8AM - 2PM,Tarri Pohe,6,5,30,150,108,42,Cash,Offline,2
01-11-2024,Friday,No,Yes,Sunny,8AM - 2PM,Misal Pav,11,10,40,400,300,100,Online,Zomato,60
01-11-2024,Friday,No,Yes,Sunny,8AM - 2PM,Vada Pav,16,14,15,210,153,57,Cash,Offline,17
01-11-2024,Friday,No,Yes,Sunny,8AM - 2PM,Bhaji Pav,8,7,15,105,76,29,Online,Swiggy,-11
01-11-2024,Friday,No,Yes,Cloudy,8AM - 2PM,Pattice,12,10,15,150,111,39,Cash,Offline,-1
01-11-2024,Friday,No,Yes,Cloudy,8AM - 2PM,Chai,20,18,6,108,59,49,OnlinePaytm,Offline,9
01-11-2024,Friday,No,Yes,Sunny,8AM - 2PM,Bhaji Plate,8,7,20,140,98,42,Cash,Offline,2
01-11-2024,Friday,No,Yes,Sunny,8AM - 2PM,Vada Misal,11,10,50,500,380,120,OnlinePaytm,Offline,80
01-11-2024,Friday,No,Yes,Sunny,8AM - 2PM,Usal Pav,5,4,35,140,104,36,Cash,Offline,-4
01-11-2024,Friday,No,Yes,Cloudy,8AM - 2PM,ButterMilk,11,10,15,150,90,60,OnlinePaytm,Offline,20
02-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Pohe,18,15,20,300,210,90,Online,Zomato,50
02-11-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Tarri Pohe,8,7,30,210,151,59,OnlinePaytm,Offline,19
02-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Misal Pav,7,6,40,240,180,60,Cash,Offline,20
02-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Pav,10,9,15,135,99,36,Cash,Offline,-4
02-11-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Bhaji Pav,12,10,15,150,108,42,OnlinePaytm,Offline,2
02-11-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Pattice,3,2,15,30,22,8,OnlinePaytm,Offline,-32
02-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Chai,9,8,6,48,26,22,Cash,Offline,-18
02-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,11,9,20,180,126,54,Cash,Offline,14
02-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Misal,11,9,50,450,342,108,OnlinePaytm,Offline,68
02-11-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Usal Pav,16,14,35,490,363,127,OnlinePaytm,Offline,87
02-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,13,12,15,180,108,72,Cash,Offline,32
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Pohe,16,14,20,280,196,84,Online,Swiggy,44
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,19,17,30,510,367,143,OnlinePaytm,Offline,103
03-11-2024,Sunday,Yes,No,Cloudy,8AM - 2PM,Misal Pav,17,15,40,600,450,150,Cash,Offline,110
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Pav,28,25,15,375,274,101,OnlinePaytm,Offline,61
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,10,9,15,135,97,38,Cash,Offline,-2
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Pattice,13,12,15,180,133,47,Cash,Offline,7
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,29,26,6,156,86,70,OnlinePaytm,Offline,30
03-11-2024,Sunday,Yes,No,Cloudy,8AM - 2PM,Bhaji Plate,4,3,20,60,42,18,OnlinePaytm,Offline,-22
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Misal,14,13,50,650,494,156,Cash,Offline,116
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Usal Pav,8,7,35,245,181,64,Online,Zomato,24
03-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,ButterMilk,7,6,15,90,54,36,OnlinePaytm,Offline,-4
04-11-2024,Monday,No,No,Sunny,8AM - 2PM,Pohe,6,4,20,80,98,-18,Online,Swiggy,-58
04-11-2024,Monday,No,No,Sunny,8AM - 2PM,Tarri Pohe,3,2,30,60,60,0,OnlinePaytm,Offline,-40
04-11-2024,Monday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,120,0,Online,Swiggy,-40
04-11-2024,Monday,No,No,Sunny,8AM - 2PM,Vada Pav,9,6,15,90,90,0,Cash,Offline,-40
04-11-2024,Monday,No,No,Cloudy,8AM - 2PM,Bhaji Pav,4,2,15,30,39,-9,OnlinePaytm,Offline,-49
04-11-2024,Monday,No,No,Sunny,8AM - 2PM,Pattice,5,3,15,45,66,-21,Cash,Offline,-61
04-11-2024,Monday,No,No,Sunny,8AM - 2PM,Chai,9,6,6,36,36,0,OnlinePaytm,Offline,-40
04-11-2024,Monday,No,No,Sunny,8AM - 2PM,Bhaji Plate,6,3,20,60,73,-13,Online,Swiggy,-53
04-11-2024,Monday,No,No,Cloudy,8AM - 2PM,Vada Misal,2,1,50,50,66,-16,Cash,Offline,-56
04-11-2024,Monday,No,No,Cloudy,8AM - 2PM,Usal Pav,5,3,35,105,130,-25,Online,Zomato,-65
04-11-2024,Monday,No,No,Sunny,8AM - 2PM,ButterMilk,3,2,15,30,45,-15,OnlinePaytm,Offline,-55
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,Pohe,10,6,20,120,151,-31,OnlinePaytm,Offline,-71
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,6,4,30,120,120,0,Cash,Offline,-40
05-11-2024,Tuesday,No,No,Cloudy,8AM - 2PM,Misal Pav,5,3,40,120,145,-25,Online,Swiggy,-65
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,Vada Pav,14,9,15,135,135,0,OnlinePaytm,Offline,-40
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,20,-5,OnlinePaytm,Offline,-45
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,Pattice,3,2,15,30,42,-12,OnlinePaytm,Offline,-52
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,Chai,12,8,6,48,58,-10,Cash,Offline,-50
05-11-2024,Tuesday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,4,2,20,40,51,-11,OnlinePaytm,Offline,-51
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,Vada Misal,4,2,50,100,129,-29,Online,Swiggy,-69
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,Usal Pav,6,4,35,140,171,-31,Cash,Offline,-71
05-11-2024,Tuesday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,21,-6,OnlinePaytm,Offline,-46
06-11-2024,Wednesday,No,No,Sunny,8AM - 2PM,Pohe,10,7,20,140,140,0,Cash,Offline,-40
06-11-2024,Wednesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,7,4,30,120,154,-34,Online,Swiggy,-74
06-11-2024,Wednesday,No,No,Cloudy,8AM - 2PM,Misal Pav,3,2,40,80,80,0,Online,Swiggy,-40
06-11-2024,Wednesday,No,No,Sunny,8AM - 2PM,Vada Pav,8,5,15,75,104,-29,Cash,Offline,-69
06-11-2024,Wednesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,4,2,15,30,43,-13,Cash,Offline,-53
06-11-2024,Wednesday,No,No,Sunny,8AM - 2PM,Pattice,7,5,15,75,75,0,Cash,Offline,-40
06-11-2024,Wednesday,No,No,Sunny,8AM - 2PM,Chai,10,6,6,36,36,0,OnlinePaytm,Offline,-40
06-11-2024,Wednesday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,2,1,20,20,24,-4,Online,Zomato,-44
06-11-2024,Wednesday,No,No,Sunny,8AM - 2PM,Vada Misal,5,3,50,150,211,-61,Cash,Offline,-101
06-11-2024,Wednesday,No,No,Sunny,8AM - 2PM,Usal Pav,5,3,35,105,149,-44,OnlinePaytm,Offline,-84
06-11-2024,Wednesday,No,No,Cloudy,8AM - 2PM,ButterMilk,5,3,15,45,45,0,Cash,Offline,-40
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,Pohe,12,8,20,160,216,-56,OnlinePaytm,Offline,-96
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,Tarri Pohe,10,7,30,210,285,-75,Cash,Offline,-115
07-11-2024,Thursday,No,No,Cloudy,8AM - 2PM,Misal Pav,10,6,40,240,312,-72,OnlinePaytm,Offline,-112
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,Vada Pav,15,9,15,135,201,-66,Cash,Offline,-106
07-11-2024,Thursday,No,No,Cloudy,8AM - 2PM,Bhaji Pav,3,2,15,30,30,0,Online,Swiggy,-40
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,Pattice,5,3,15,45,59,-14,OnlinePaytm,Offline,-54
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,Chai,12,7,6,42,42,0,Cash,Offline,-40
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,Bhaji Plate,5,3,20,60,76,-16,Online,Swiggy,-56
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,Vada Misal,2,1,50,50,50,0,OnlinePaytm,Offline,-40
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,Usal Pav,7,4,35,140,181,-41,Cash,Offline,-81
07-11-2024,Thursday,No,No,Sunny,8AM - 2PM,ButterMilk,6,4,15,60,81,-21,Online,Swiggy,-61
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Pohe,7,5,20,100,141,-41,OnlinePaytm,Offline,-81
08-11-2024,Friday,No,No,Cloudy,8AM - 2PM,Tarri Pohe,10,7,30,210,210,0,OnlinePaytm,Offline,-40
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,165,-45,OnlinePaytm,Offline,-85
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Vada Pav,12,7,15,105,131,-26,Cash,Offline,-66
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Bhaji Pav,6,4,15,60,85,-25,OnlinePaytm,Offline,-65
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Pattice,5,3,15,45,65,-20,Cash,Offline,-60
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Chai,10,7,6,42,61,-19,Online,Zomato,-59
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Bhaji Plate,3,2,20,40,40,0,OnlinePaytm,Offline,-40
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Vada Misal,4,2,50,100,145,-45,Online,Swiggy,-85
08-11-2024,Friday,No,No,Sunny,8AM - 2PM,Usal Pav,8,6,35,210,254,-44,OnlinePaytm,Offline,-84
08-11-2024,Friday,No,No,Cloudy,8AM - 2PM,ButterMilk,3,2,15,30,30,0,Online,Zomato,-40
09-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Pohe,21,18,20,360,252,108,Online,Swiggy,68
09-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,13,12,30,360,259,101,OnlinePaytm,Offline,61
09-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Misal Pav,16,14,40,560,420,140,OnlinePaytm,Offline,100
09-11-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Vada Pav,19,17,15,255,186,69,OnlinePaytm,Offline,29
09-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,3,2,15,30,22,8,OnlinePaytm,Offline,-32
09-11-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Pattice,5,4,15,60,44,16,Cash,Offline,-24
09-11-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Chai,18,16,6,96,53,43,OnlinePaytm,Offline,3
09-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,7,6,20,120,84,36,OnlinePaytm,Offline,-4
09-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Misal,3,2,50,100,76,24,OnlinePaytm,Offline,-16
09-11-2024,Saturday,Yes,No,Cloudy,8AM - 2PM,Usal Pav,13,12,35,420,311,109,Online,Swiggy,69
09-11-2024,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,4,3,15,45,27,18,OnlinePaytm,Offline,-22
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Pohe,34,30,20,600,420,180,Online,Zomato,140
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,18,16,30,480,346,134,Online,Swiggy,94
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Misal Pav,16,14,40,560,420,140,OnlinePaytm,Offline,100
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Pav,33,31,15,465,339,126,Cash,Offline,86
10-11-2024,Sunday,Yes,No,Cloudy,8AM - 2PM,Bhaji Pav,15,14,15,210,151,59,OnlinePaytm,Offline,19
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Pattice,6,5,15,75,56,20,OnlinePaytm,Offline,-20
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,32,28,6,168,92,76,Cash,Offline,36
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,15,13,20,260,182,78,Online,Swiggy,38
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Misal,6,5,50,250,190,60,Cash,Offline,20
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,Usal Pav,7,6,35,210,155,55,Cash,Offline,15
10-11-2024,Sunday,Yes,No,Sunny,8AM - 2PM,ButterMilk,11,10,15,150,90,60,Cash,Offline,20
11-11-2024,Monday,No,No,Sunny,8AM - 2PM,Pohe,9,6,20,120,120,0,Cash,Offline,-40
11-11-2024,Monday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,122,-32,Online,Zomato,-72
11-11-2024,Monday,No,No,Cloudy,8AM - 2PM,Misal Pav,8,5,40,200,200,0,Online,Zomato,-40
11-11-2024,Monday,No,No,Sunny,8AM - 2PM,Vada Pav,10,6,15,90,90,0,OnlinePaytm,Offline,-40
11-11-2024,Monday,No,No,Sunny,8AM - 2PM,Bhaji Pav,7,4,15,60,85,-25,OnlinePaytm,Offline,-65
11-11-2024,Monday,No,No,Sunny,8AM - 2PM,Pattice,4,2,15,30,42,-12,Online,Zomato,-52
11-11-2024,Monday,No,No,Sunny,8AM - 2PM,Chai,11,7,6,42,57,-15,Cash,Offline,-55
